Project No,Project Name,Status,Progress,Assigned To,Related To,Start Date,Target End Date,Total Project Samples,Sample # Range,Purchase Order No,General Description,No of Samples Stored,No of Samples Disposed Of,Net Weight of Material,Material Retrieved By,Date Destroyed,Location Destroyed,Method Used,Description Information,Person Responsible,Witnesses Present,Max Project Time (Days),Actual End Date,Work Type,GoogleDocs Link,Created Time,Modified Time,Number of Liquid Samples,Liquid Analysis Description,Est Hrs Analyst Liquid ,Est Hrs Instrument Liquid,Number of Solid Samples,Solid Analysis Description,Est Hrs Instrument Solid ,Est Hrs Analyst Solid ,Number of Gas Samples,Gas Analysis Description,Est Hrs Analyst Gas,Est Hrs Instrument Gas
P10640,P10640 REMAX CENTRAL 63 Blueridge Cl. NE,9. Billed,100%,rpincura,Contacts::::Greg Keogh,2014-05-16,2014-05-22,1,S-42288,,BM-EVW-031,0,0,,,,On Site,Compost,,,,,2014-05-20,Analysis,,2014-05-15 14:41:14,2014-06-06 18:48:38,0,,0,0,0,,0,0,0,,0,0
P10641,P10641 Fairville Filter Fan Phase 3,9. Billed,100%,rpincura,Contacts::::Mike Wipf,2014-05-11,2014-05-23,5,S-42289 S-42290 S-42291 S-42292 S-42293,,Pinine / Lemonene,0,0,,,,On Site,Compost,,,,,2014-06-27,Analysis,,2014-05-15 22:03:14,2014-06-27 22:52:55,0,,0,0,0,,0,0,0,,0,0
P10642,P10642 JAD Enviro 1138 38th Ave NW,9. Billed,100%,cbolton,Contacts::::Alex Elmasri,2014-05-15,2014-05-20,3,,,non-viable,0,0,,,,On Site,Compost,,,,,2014-05-15,Analysis,,2014-05-15 23:19:01,2014-05-20 21:03:18,0,,0,0,0,,0,0,0,,0,0
P10643,P10643 Westhoff Clear Lake May 15 2014,10. Archived,100%,rpincura,Contacts::::Amin (Abie) Samra,2014-05-16,2014-05-26,1,,,,0,0,,,,On Site,Compost,,,,,2014-05-27,Analysis,,2014-05-16 20:12:08,2016-06-10 17:47:33,0,,0,0,0,,0,0,0,,0,0
P10644,P10644 Pond Water May 15 2014,9. Billed,100%,rpincura,Contacts::::Bill Blasko,2014-05-16,2014-05-26,1,,,"ph, EC, BOD, Aquatic Metals",0,0,,,2014-06-17,On Site,Burn,,Ryan Pincura,,5,2014-05-17,Analysis,,2014-05-16 20:20:57,2014-05-31 18:16:12,1,,0,0,0,,0,0,0,,0,0
P10645,P10645 EDI Raging River,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2014-05-20,2014-05-30,6,,,BM-EVW-EDI1,0,0,,,,On Site,Compost,,,,,2014-05-30,Analysis,,2014-05-20 15:15:07,2014-06-02 20:28:49,0,,0,0,0,,0,0,0,,0,0
P10646,P10646 Rocky Mountain Forbes 36 Meadowlark,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-05-20,2014-05-22,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-22,Analysis,,2014-05-20 20:54:08,2014-05-26 18:16:37,0,,0,0,0,,0,0,0,,0,0
P10647,P10647 Northern Blizzard May 2014,9. Billed,100%,rpincura,Contacts::::Brandon Zerr,2014-05-20,2014-05-28,5,,,"poly / TDS
BILLED - May 26/14",0,0,,,,On Site,Compost,,,,,2014-05-20,Analysis,,2014-05-20 21:00:23,2014-06-16 20:38:05,0,,0,0,0,,0,0,0,,0,0
P10648,P10648 Coast Emcon Services,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-05-21,2014-05-28,1,,,"LEPH/HEPH, metals",0,0,,,,On Site,Compost,,,,,2014-05-27,Analysis,,2014-05-21 15:56:27,2014-05-28 16:37:37,0,,0,0,0,,0,0,0,,0,0
P10649,P10649 Coast Peninsula Co-op,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-05-21,2014-05-28,1,,,"LEPH/HEPH, PAH, metals",0,0,,,,On Site,Compost,,,,,,Analysis,,2014-05-21 16:16:08,2014-06-20 23:42:44,0,,0,0,0,,0,0,0,,0,0
P10650,P10650 Sleepy Hollow,9. Billed,100%,rpincura,Contacts::::Mia Auger,2014-05-21,2014-05-26,1,,,Potable Water,0,0,,,,On Site,Compost,,,,5 Biz Days,2014-05-21,Analysis,,2014-05-21 23:25:06,2014-06-18 15:51:39,0,,0,0,0,,0,0,0,,0,0
P10651,P10651 Tartan 7 Generation,9. Billed,100%,rpincura,Contacts::::Geoff Clarke,2014-05-22,2014-06-04,1,,,Tartan VOC scan,0,0,,,,On Site,Compost,,,,,2014-07-16,Analysis,,2014-05-22 18:19:59,2014-07-16 16:45:38,0,,0,0,0,,0,0,0,,0,0
P10654,P10654 Rocky Mountain Cvet,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-05-21,2014-05-23,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-05-23,Analysis,,2014-05-23 14:55:12,2014-05-26 18:16:17,0,,0,0,0,,0,0,0,,0,0
P10655,P10655 Rocky Mountain Burns,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-05-21,2014-05-23,2,,,non-viable,0,0,,,,On Site,Compost,,,,,2014-05-23,Analysis,,2014-05-23 15:02:44,2014-05-26 18:16:53,0,,0,0,0,,0,0,0,,0,0
P10656,P10656 JAD Enviro 1020 540 5 Ave SW,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-05-22,2014-05-26,3,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-05-26,Analysis,,2014-05-26 14:39:43,2014-05-26 18:20:14,0,,0,0,0,,0,0,0,,0,0
P10657,P10657 Heritage Pointe Artesia May 2014,10. Archived,100%,rpincura,Contacts::::Casey Mahan,2014-05-28,2014-06-04,1,,,see Project P10144 for full list of analysis,0,0,,,,On Site,Compost,,,,,2014-05-28,Analysis,,2014-05-28 21:01:40,2016-06-10 17:47:18,0,,0,0,0,,0,0,0,,0,0
P10658,P10658 Heritage Pointe Ranche May 2014,10. Archived,100%,rpincura,Contacts::::Casey Mahan,2014-05-28,2014-06-04,1,,,see project P10253 for list of analysis,0,0,,,,On Site,Compost,,,,,2014-05-28,Analysis,,2014-05-28 21:03:11,2016-06-10 17:47:51,0,,0,0,0,,0,0,0,,0,0
P10659,P10659 Building Works 5012 North Haven Dr.,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-05-28,2014-05-30,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-28,Analysis,,2014-05-28 21:07:04,2014-05-31 18:12:24,0,,0,0,0,,0,0,0,,0,0
P10660,P10660 103 Windermere Rd SW,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-05-28,2014-05-30,1,,PO 278101,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-28,Analysis,,2014-05-28 21:08:56,2014-05-31 18:12:45,0,,0,0,0,,0,0,0,,0,0
P10661,P10661 Red Dot 1985,9. Billed,100%,admin,Contacts:::: Brandon,2014-05-26,2014-05-30,2,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-28,Analysis,,2014-05-28 21:33:38,2014-05-31 18:15:35,0,,0,0,0,,0,0,0,,0,0
P10662,P10662 JAD Enviro 1138 18th Ave,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-05-29,2014-05-29,5,,,non-viable,0,0,,,,On Site,Compost,,,,,2014-05-29,Analysis,,2014-05-29 17:24:19,2014-05-31 18:11:39,0,,0,0,0,,0,0,0,,0,0
P10663,P10663 Coast COWWA2,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-05-30,2014-06-04,11,,,"BM-EVS-007
BM-EVS-023",0,0,,,,,,,,,,2014-06-06,Analysis,,2014-05-30 22:26:54,2014-06-06 21:36:34,0,,0,0,0,,0,0,0,,0,0
P10664,P10664 Mold Squad 1411 Centre St SW,9. Billed,100%,cbolton,Contacts::::Dieter Krause,2014-05-28,2014-05-28,3,,,nonviable,0,0,,,,On Site,Compost,,,,,2014-05-30,Analysis,,2014-05-30 23:52:20,2014-05-31 18:15:10,0,,0,0,0,,0,0,0,,0,0
P10665,P10665 EDI Raging River,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2014-06-02,2014-06-10,6,,,BM-EVW-EDI1,0,0,,,,,,,,,,2014-06-11,Analysis,,2014-06-02 20:36:02,2014-06-12 16:42:32,0,,0,0,0,,0,0,0,,0,0
P10666,P10666 Red Dot 6827 Center St. SW,9. Billed,100%,admin,Contacts::::Mike Newton,2014-06-02,2014-06-03,2,,,RUSH Asbestos,0,0,,,,On Site,Compost,,,,,2014-06-02,Analysis,,2014-06-02 21:52:04,2014-06-04 16:59:35,0,,0,0,0,,0,0,0,,0,0
P10668,P10668 Westholf WER 112-82,9. Billed,100%,rpincura,Contacts::::Amin (Abie) Samra,2014-06-03,2014-06-06,1,,,Water Samples,0,0,,,,On Site,Compost,,,,,2014-06-21,Analysis,,2014-06-05 16:34:38,2014-06-23 16:18:20,0,,0,0,0,,0,0,0,,0,0
P10669,P10669 Rocky Mountain COA 1736-24 St SW,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-06-04,2014-06-06,6,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-06-06,Analysis,,2014-06-07 03:25:37,2014-06-18 16:26:54,0,,0,0,0,,0,0,0,,0,0
P10670,P10670 Rocky Mountain Wescan,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-06-05,2014-06-09,2,,,non-viable,0,0,,,,On Site,Compost,,,,,2014-06-09,Analysis,,2014-06-09 15:15:05,2014-06-20 18:36:44,0,,0,0,0,,0,0,0,,0,0
P10671,P10671 Westhoff Hen Den June Water,9. Billed,100%,cbolton,Contacts::::Amin (Abie) Samra,2014-06-09,2014-06-09,2,,,ph / Alkalinity,0,0,,,,On Site,Compost,,,,,2014-06-09,Analysis,,2014-06-09 18:38:37,2014-06-18 16:09:14,0,,0,0,0,,0,0,0,,0,0
P10672,P10672 Rocky Mountain Grover,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-06-09,2014-06-11,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-06-09,Analysis,,2014-06-09 19:56:24,2014-06-20 18:36:21,0,,0,0,0,,0,0,0,,0,0
P10673,P10673 150 Royal Ridge Mount NW,9. Billed,100%,rpincura,Contacts::::Dave Day,2014-06-10,2014-06-20,1,,,Short list of VOC's - see CofC,0,0,,,,On Site,Compost,,,,,2014-07-14,Analysis,,2014-06-11 18:09:45,2014-07-16 16:46:04,0,,0,0,0,,0,0,0,,0,0
P10675,P10675 Red Dot Project 2001,9. Billed,100%,cbolton,Contacts:::: Brandon,2014-06-11,2014-06-13,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-06-11,Analysis,,2014-06-12 00:01:54,2014-06-20 18:37:10,0,,0,0,0,,0,0,0,,0,0
P10676,P10676 Westhoff 113-39,9. Billed,100%,rpincura,Contacts::::Amin (Abie) Samra,2014-06-12,2014-06-20,1,,,"Re-test fecals, turbidity, color",0,0,,,,,,,,,,2014-07-21,Analysis,,2014-06-12 21:10:28,2014-07-21 19:49:51,0,,0,0,0,,0,0,0,,0,0
P10677,P10677 Westhoff 112-82b,9. Billed,100%,rpincura,Contacts::::Amin (Abie) Samra,2014-06-12,2014-06-13,1,,,"TSS, E-coli, total coliforms",0,0,,,,,,,,,,2014-06-18,Analysis,,2014-06-12 23:38:39,2014-06-20 21:07:21,0,,0,0,0,,0,0,0,,0,0
P10680,P10680 JAD Enviro 135 Castlebrook Rd NE,9. Billed,100%,admin,Contacts::::Eddie Elmasri,2014-06-16,2014-06-18,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-06-16,Analysis,,2014-06-16 19:40:01,2014-06-18 20:14:02,0,,0,0,0,,0,0,0,,0,0
P10681,P10681 JAD 715 Deercroft Way SE,9. Billed,100%,admin,Contacts::::Eddie Elmasri,2014-06-16,2014-06-18,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-06-16,Analysis,,2014-06-16 19:44:02,2014-06-18 20:14:22,0,,0,0,0,,0,0,0,,0,0
P10682,P10682 CooIT White Power R&D Project,4. Assigned,100%,rpincura,Contacts::::Bruce Deagle,2014-06-13,2014-06-23,4,,,determine if white power on copper plates = white powder found on radiator,0,0,,,,On Site,Compost,,,,,,Analysis,,2014-06-16 20:01:49,2014-07-08 23:28:02,0,,0,0,0,,0,0,0,,0,0
P10683,P10683 Rocky Mountain T Khoo,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-06-16,2014-06-18,6,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-06-16,Analysis,,2014-06-16 20:09:11,2014-06-20 18:36:01,0,,0,0,0,,0,0,0,,0,0
P10685,P10685 JAD Enviro 1816 Braeside Place,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-06-18,2014-06-18,2,,,mold,0,0,,,,On Site,Compost,,,,,2014-06-18,Analysis,,2014-06-18 14:22:42,2014-06-18 16:27:51,0,,0,0,0,,0,0,0,,0,0
P10687,P10687 Northern Blizzard June water 2014,9. Billed,100%,rpincura,Contacts::::Brandon Zerr,2014-06-19,2014-06-27,7,,,soil for chrom,0,0,,,,On Site,Compost,,,,,2014-06-26,Analysis,,2014-06-19 22:00:12,2014-06-26 15:16:40,0,,0,0,0,,0,0,0,,0,0
P10688,P10688 Rocky Mountian 10202 Quarrell,9. Billed,100%,rpincura,Contacts::::Nick Michalezki,2014-06-19,2014-06-26,1,,,routine water - potable,0,0,,,,On Site,Compost,,,,,2014-06-26,Analysis,,2014-06-19 22:11:42,2014-06-26 15:21:57,0,,0,0,0,,0,0,0,,0,0
P10689,P10689 41 246 Township Road 250,9. Billed,100%,rpincura,Contacts::::Chris Maruszewski,2014-06-20,2014-06-20,1,1,,"water potability analysis

BILLED AND PAID FOR!!!!!!!",0,0,,,,On Site,Compost,,,,,2014-06-25,Analysis,,2014-06-20 15:41:37,2014-06-26 15:14:39,0,,0,0,0,,0,0,0,,0,0
P10690,P10690 Red Dot 2216 8th St. SE,9. Billed,100%,admin,Contacts::::Mike Newton,2014-06-16,2014-06-20,2,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-06-20,Analysis,,2014-06-20 18:28:51,2014-06-20 21:17:58,0,,0,0,0,,0,0,0,,0,0
P10691,P10691 JAD Enviro 1334 13 Ave SW Apt 702,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-06-23,2014-06-23,3,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-06-23,Analysis,,2014-06-23 22:51:35,2014-06-27 18:06:38,0,,0,0,0,,0,0,0,,0,0
P10692,P10692 JAD Enviro 147 Pumphill Cres,9. Billed,100%,cbolton,Contacts::::Alex Elmasri,2014-06-23,2014-06-23,3,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-06-23,Analysis,,2014-06-23 23:06:02,2014-06-27 17:20:49,0,,0,0,0,,0,0,0,,0,0
P10694,P10694 CBC Redwood Meadows,9. Billed,100%,rpincura,Contacts::::Brooks Decillia,2014-06-25,2014-06-30,4,,,Water Analysis,0,0,,,,On Site,Compost,,,,,2014-06-25,Analysis,,2014-06-25 21:52:54,2014-06-30 23:07:23,0,,0,0,0,,0,0,0,,0,0
P10695,P10695 Rocky Mountain Stroeher,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-06-27,2014-06-27,10,,,test for asbestos,0,0,,,,On Site,Compost,,,,,2014-06-27,Analysis,,2014-06-27 14:46:15,2014-06-27 17:21:30,0,,0,0,0,,0,0,0,,0,0
P10696,P10696 Mold Squad 624 20 Ave NW,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-06-27,2014-07-04,12,,PO 278147,asbestos analysis,0,0,,,,On Site,Compost,,,,,2014-06-27,Analysis,,2014-06-27 21:38:52,2014-07-07 22:13:53,0,,0,0,0,,0,0,0,,0,0
P10697,P10697 Mold Squad 432 20 Ave NW,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-06-27,2014-07-04,10,,,asbestos analysis,0,0,,,,On Site,Compost,,,,,2014-07-07,Analysis,,2014-06-27 21:42:22,2014-07-07 22:14:10,0,,0,0,0,,0,0,0,,0,0
P10698,P10698 Calibre Latex Paint,9. Billed,100%,rpincura,Contacts::::Shayne Butcher,2014-06-30,2014-07-03,1,,,BTEX / Metals,0,0,,,,On Site,Compost,,,,,2014-07-06,Analysis,,2014-06-27 21:49:12,2014-07-06 19:30:34,0,,0,0,0,,0,0,0,,0,0
P10699,P10699 Rocky Mountain 10204,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-06-24,2014-06-30,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-06-30,Analysis,,2014-06-30 14:46:54,2014-06-30 23:06:36,0,,0,0,0,,0,0,0,,0,0
P10700,P10700 Mold Squad 3308 3rd Ave,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-06-26,2014-06-30,13,,278144,for asbestos,0,0,,,,On Site,Compost,,,,,2014-06-30,Analysis,,2014-06-30 22:18:18,2014-07-02 21:42:27,0,,0,0,0,,0,0,0,,0,0
P10701,P10701 JAD Enviro Apt 702 1334 13 Ave SW,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-06-30,2014-07-04,3,,,non-viable,0,0,,,,On Site,Compost,,,,,2014-07-04,Analysis,,2014-07-04 20:06:49,2014-07-04 21:44:45,0,,0,0,0,,0,0,0,,0,0
P10702,P10702 EDI Canoe creek,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2014-07-04,2014-07-15,6,,,BM-EVW-EDI2,0,0,,,,On Site,Compost,,,,,2014-07-15,Analysis,,2014-07-04 20:20:48,2014-07-27 02:18:42,0,,0,0,0,,0,0,0,,0,0
P10703,P10703 JAD Enviro 147 Pumpfill Cr. SW,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-07-02,2014-07-07,3,,,non-viable,0,0,,,,On Site,Compost,,,,,2014-07-04,Analysis,,2014-07-04 21:04:43,2014-07-07 15:53:12,0,,0,0,0,,0,0,0,,0,0
P10705,P10705 JAD Enviro 2337 21 Ave SW,9. Billed,100%,admin,Contacts::::Eddie Elmasri,2014-07-04,2014-07-11,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-07-11,Analysis,,2014-07-04 21:51:58,2014-07-15 17:55:41,0,,0,0,0,,0,0,0,,0,0
P10706,"P10706 Sunshine July 2, 2014",9. Billed,100%,rpincura,Contacts::::Dave Armstrong,2014-07-07,2014-07-14,5,,,"BM-EVW-SSV, BTEX, F1-F2",0,0,,,,,,,,,,2014-07-16,Analysis,,2014-07-07 18:13:35,2014-07-17 17:31:58,0,,0,0,0,,0,0,0,,0,0
P10707,P10707 Legge Drywall,9. Billed,100%,admin,Contacts::::Darlene Legge,2014-07-08,2014-07-15,1,,,"Drywall for analysis for asbestos
INVOICED AND PAID IN FULL",0,0,,,,On Site,Compost,,,,,2014-07-08,Analysis,,2014-07-08 17:24:30,2014-07-15 17:57:03,0,,0,0,0,,0,0,0,,0,0
P10708,P10708 CCWSI Water Treatment,9. Billed,100%,rpincura,Contacts::::Steven Peterson,2014-07-09,2014-07-16,3,,,,0,0,,,,On Site,Compost,,,,,2014-07-17,Analysis,,2014-07-09 22:17:59,2014-07-17 17:32:17,0,,0,0,0,,0,0,0,,0,0
P10709,P10709 CoolIT Radiator Foreign Material Project,9. Billed,100%,rpincura,Contacts::::Kenneth Kong,2014-07-09,2014-07-16,4,,,determine chemical and / or biological foreign material,0,0,,,,On Site,Compost,,,,,2014-07-25,Analysis,,2014-07-09 22:25:25,2014-07-27 21:36:46,0,,0,0,0,,0,0,0,,0,0
P10710,P10710 EDI Haa-ak-suuk,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2014-07-10,2014-07-18,5,,,BM-EVW-EDI2,0,0,,,,,,,,,,2014-07-24,Analysis,,2014-07-10 20:32:17,2014-07-28 22:40:47,0,,0,0,0,,0,0,0,,0,0
P10711,P10711 JAD Enviro 321 51 Ave West Claresholm,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-07-10,2014-07-15,4,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-07-15,Analysis,,2014-07-15 14:54:51,2014-07-15 17:56:02,0,,0,0,0,,0,0,0,,0,0
P10712,P10712 EDI Sarita,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2014-07-15,2014-07-25,5,,,BM-EVW-EDI2,0,0,,,,,,,,,,2014-07-28,Analysis,,2014-07-15 21:28:26,2014-08-05 19:07:02,0,,0,0,0,,0,0,0,,0,0
P10713,P10713 JAD Enviro 1203 48 Ave NW,9. Billed,100%,admin,Contacts::::Eddie Elmasri,2014-07-14,2014-07-18,3,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-07-18,Analysis,,2014-07-18 15:59:16,2014-07-18 20:01:57,0,,0,0,0,,0,0,0,,0,0
P10714,P10714 HenDen Soil July,9. Billed,100%,rpincura,Contacts::::Susan Hoy,2014-07-21,2014-07-25,5,,,"OM, C/N ratio, pH, EC, N,P,K, Ca, Mg, Porosity",0,0,,,,,,,,,,2014-07-23,Analysis,,2014-07-21 22:18:07,2014-07-27 21:45:42,0,,0,0,0,,0,0,0,,0,0
P10715,P10715 Alston July 2014 Water Testing,9. Billed,100%,rpincura,Contacts::::Ellen Alston,2014-07-22,2014-07-29,4,,,"Coliforms, E.Coli, Fecal
2nd set has been set to Maxxam for Confirmatory Analysis 
RUN AT 20x 100x dilution",0,0,,,,On Site,Compost,,,,,2014-07-28,Analysis,,2014-07-22 19:56:33,2014-09-03 17:58:48,0,,0,0,0,,0,0,0,,0,0
P10716,P10716 Heritage Pointe Ranche July 2014,9. Billed,100%,rpincura,Contacts::::Don Laycraft,2014-07-15,2014-07-25,1,,,See attached list - same as was run in May 2014 for Ion Irrigation,0,0,,,,On Site,Compost,,,,,2014-07-31,Analysis,,2014-07-22 20:14:06,2014-08-08 20:54:31,0,,0,0,0,,0,0,0,,0,0
P10717,P10717 Heritage Pointe Artesia July 2014,9. Billed,100%,rpincura,Contacts::::Don Laycraft,2014-07-15,2014-07-25,1,,,See attached list - same as was run in May 2014 for Ion Irrigation,0,0,,,,On Site,Compost,,,,,2014-07-31,Analysis,,2014-07-22 20:15:01,2014-08-05 19:08:54,0,,0,0,0,,0,0,0,,0,0
P10718,P10718 CCWSI Pilot Project,9. Billed,100%,rpincura,Contacts::::Steven Peterson,2014-07-23,2014-07-23,3,,,"TSS, BOD, E.coli, Coliforms for each sample",0,0,,,,On Site,Compost,,,,,2014-07-30,Analysis,,2014-07-23 21:43:33,2014-08-05 19:07:52,0,,0,0,0,,0,0,0,,0,0
P10719,P10719 Sunshine Village July 23 2014,9. Billed,100%,rpincura,Contacts::::Dave Armstrong,2014-07-23,2014-07-31,5,,,,0,0,,,,On Site,Compost,,,,,2014-08-07,Analysis,,2014-07-23 21:51:14,2014-08-08 18:29:37,0,,0,0,0,,0,0,0,,0,0
P10720,P10720 Northern Blizzard July,9. Billed,100%,rpincura,Contacts::::Jason Sabid,2014-07-24,2014-08-04,1,,,Chromium,0,0,,,,,,,,,,2014-07-31,Analysis,,2014-07-24 22:49:05,2014-08-08 21:03:18,0,,0,0,0,,0,0,0,,0,0
P10721,P10721 McClinton Asbestos,9. Billed,100%,rpincura,Contacts::::Adam McClinton,2014-07-24,2014-07-25,3,,,BM-EVA-002,0,0,,,,,,,,,,2014-07-25,Analysis,,2014-07-25 16:25:47,2014-08-28 23:10:44,0,,0,0,0,,0,0,0,,0,0
P10722,P10722 CCWSI July 25 2014,9. Billed,100%,rpincura,Contacts::::Steven Peterson,2014-07-25,2014-08-04,3,,,water samples - check with Steve to confirm analysis run,0,0,,,,On Site,Compost,,,,,2014-08-05,Analysis,,2014-07-25 22:16:22,2014-08-08 19:59:22,0,,0,0,0,,0,0,0,,0,0
P10723,P10723 EDI Raging River,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2014-07-30,2014-08-11,6,,,BM-EVW-EDI2,0,0,,,,,,,,,,2014-08-15,Analysis,,2014-07-30 18:37:33,2014-08-18 17:44:07,0,,0,0,0,,0,0,0,,0,0
P10724,P10724 Northern Blizzard Water,9. Billed,100%,rpincura,Contacts::::Jason Sabid,2014-07-31,2014-08-11,4,,,"Polyacrylamide, TDS",0,0,,,,,,,,,,2014-08-07,Analysis,,2014-07-31 17:03:59,2014-08-08 18:20:44,0,,0,0,0,,0,0,0,,0,0
P10725,P10725 Discovery Homes 1969 Clamshell Drive,9. Billed,100%,rpincura,Contacts::::Darryl Saam,2014-08-06,2014-08-14,1,,,"BM-EVW-031, BM-EVW-023",0,0,,,,,,,,,,2014-08-12,Analysis,,2014-08-06 21:11:49,2014-08-18 17:43:17,0,,0,0,0,,0,0,0,,0,0
P10726,P10726 JAD Enviro 3823 Brighton Dr. NW,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-07-30,2014-08-07,1,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-08-07,Analysis,,2014-08-07 16:08:47,2014-08-07 16:50:45,0,,0,0,0,,0,0,0,,0,0
P10727,P10727 CCWSI 1950 PPM,9. Billed,100%,rpincura,Contacts::::Steven Peterson,2014-08-14,2014-08-18,2,,,Uranium,0,0,,,,,,,,,,2014-08-15,Analysis,,2014-08-14 21:18:01,2014-08-18 17:43:45,0,,0,0,0,,0,0,0,,0,0
P10728,P10728 Horizon R&D Samples Aug 2014,9. Billed,100%,rpincura,Contacts::::Josh Curlett,2014-08-19,2014-08-27,1,,,"Water samples to be analyzed for BTEX, F1-F2, Routine Chemistry including metals (Cations), Anions, pH, EC
Then one a daily basis, having left the lid off the 1L Boston Round Jar, take daily samples to run BTEX to determine the % that is volatilizing for a total of 5 days.",0,0,,,,On Site,Compost,,,,,2014-08-27,Analysis,,2014-08-19 17:43:21,2014-08-28 23:11:53,0,,0,0,0,,0,0,0,,0,0
P10729,P10729 63 Blueridge Cl. NE Aug 2014,9. Billed,100%,rpincura,Contacts::::Greg Keogh,2014-08-19,2014-08-22,1,,,Potable Water,0,0,,,,On Site,Compost,,,,,2014-08-22,Analysis,,2014-08-19 17:52:29,2014-08-22 19:51:50,0,,0,0,0,,0,0,0,,0,0
P10730,P10730 Tartan Aug 2014 Samples,9. Billed,100%,rpincura,Contacts::::Matt Hunter,2014-08-20,2014-08-29,2,,,BTEX,0,0,,,,On Site,Compost,,,,,2015-01-16,Analysis,,2014-08-19 17:59:00,2015-01-16 17:15:56,0,,0,0,0,,0,0,0,,0,0
P10731,P10731 Heritage Pointe Ranche Aug 2014,9. Billed,100%,rpincura,Contacts::::Don Laycraft,2014-08-20,2014-08-28,1,,,"See list of analysis for ""P10716 Heritage Pointe Ranche July 2014"" - same list",0,0,,,,On Site,Compost,,,,,2014-08-27,Analysis,,2014-08-21 20:17:12,2014-08-28 23:09:42,0,,0,0,0,,0,0,0,,0,0
P10732,P10732 Heritage Pointe Artesia Aug 2014,9. Billed,100%,rpincura,Contacts::::Don Laycraft,2014-08-20,2014-08-28,1,,,See analysis list for P10717 Heritage Pointe Artesia July 2014,0,0,,,,On Site,Compost,,,,,2014-08-27,Analysis,,2014-08-21 20:18:59,2014-08-28 23:10:08,0,,0,0,0,,0,0,0,,0,0
P10733,P10733 EDI Nicknaqueet Creek,9. Billed,100%,rpincura,Contacts::::Dave Bean,2014-08-21,2014-09-05,2,,,,0,0,,,,,,,,,,2014-09-03,Analysis,,2014-08-21 21:22:08,2014-09-04 16:24:32,0,,0,0,0,,0,0,0,,0,0
P10734,P10734 Earthtek Rubicon,9. Billed,100%,rpincura,Contacts::::Matt Leavitt,2014-08-21,2014-08-28,1,,,"NPK, particle size, soluble salt, OM, pH,",0,0,,,,,,,,,,2014-08-28,Analysis,,2014-08-21 23:55:40,2014-08-29 03:05:28,0,,0,0,0,,0,0,0,,0,0
